href,title,excerpt,img_src
https://willowtowers.com/student-volunteers-at-willow-towers-honored-for-extraordinary-service/,Student Volunteers at Willow Towers Honored for Extraordinary Service,"Fordham Prep Student Group Named NYSCAL ‘Volunteers of the Year’ With the widespread lifestyle of the modern American family, older loved ones are increasingly separated from their families and other support systems. Adding to physical distances, the perennial generation gap persists, emphasized by the latest catch phrase “OK Boomer,” used by Generation Z to dismiss their elders. To help bridge this gap, an innovative program at United Hebrew is promoting intergenerational understanding and creating opportunities for young and old to connect...",https://willowtowers.com/wp-content/uploads/2023/04/IMG_0205.jpg
https://willowtowers.com/larchmont-manor-park-a-seasonal-perspective/,Larchmont Manor Park: A Seasonal Perspective,"When practical matters give way to artistic inspiration, who can really say what forces are at play? For Larchmont photographer Thomas Gerspach, an aching back and long therapeutic walks to a nearby park inspired a stunning collection of more than 1,500 photographs. Shot over a two-year period at Larchmont Manor Park, selections of Gerspach’s work will be on display for residents through November 2022 at Willow Towers Assisted Living at United Hebrew of New Rochelle.“From 2017 to 2019 I took...",https://willowtowers.com/wp-content/uploads/2022/10/Larchmont-Manor-Park-Photo-Exhibit-800-×-448-px.png
https://willowtowers.com/get-to-know-evelyn-levine/,Get To Know Evelyn Levine!,"Evelyn Levine is known in our community for her sharp memory, kind manner and storytelling skills. This year, she celebrated her 103rd birthday, becoming one of several Centenarians living in our Willow Towers community!Evelyn enjoys being active. Some of her favorite activities: participating in Jewish culture programs and weekly Shabbat services and attending our special events, including concerts, dance performances, and more. She also delights in playing poker with a large group of friends or taking time for herself to...",https://willowtowers.com/wp-content/uploads/2022/10/Evelyn-Levine-800x448-1.png
https://willowtowers.com/get-to-know-phyllis-silverman/,Get To Know Phyllis Silverman!,"Phyllis enjoys participating in the many activities at Willow Towers. You will often find her engaged in solving crossword puzzles and word games, enjoying exercise classes, participating in our current events discussions and attending concerts. She is also a big fan of our Jewish culture programs. Most importantly, Phyllis feels lucky to have found a great group of friends, who have really made Willow Towers a special place to live.Born in New York, Phyllis grew up in Lakewood, New Jersey...",https://willowtowers.com/wp-content/uploads/2022/07/Untitled-design.png
https://willowtowers.com/get-to-know-adele-weisberg/,Get to Know Adele Weisberg!,"Meet Adele Weisberg, who is 103 years young and one of five centenarians at Willow Towers!...",https://willowtowers.com/wp-content/uploads/2022/05/Untitled-design-4.png
https://willowtowers.com/getting-to-know-you-robert-kya-hill/,Getting to Know You:  Robert Kya-Hill,"This 92-year-old still has game! Robert Kya Hill loves to play chess and is happy to teach anyone who is interested in learning. When a group of students from Fordham Prepartory School visited us at Willow Towers over the course of several weeks, Robert played — and won — against nearly every student. Robert continues to enjoy the challenge and loves spending time with them.He was born in Whitakers, North Carolina. Most of his childhood was spent in an even smaller...",https://willowtowers.com/wp-content/uploads/2022/05/Screen-Shot-2022-05-05-at-8.32.23-PM.png
https://willowtowers.com/destinations-exhibition-evokes-memories-of-happy-moments/,‘Destinations’ Exhibition Evokes Memories of Happy Moments,"""Destinations"" is a new art exhibition at Willow Towers at United Hebrew of New Rochelle, featuring oil paintings by Scarsdale artist Dorette Gerspach, on view for residents and visitors from May 4 through June 1....",https://willowtowers.com/wp-content/uploads/2022/04/Untitled-design.png
https://willowtowers.com/fellow-air-force-vets-connect-and-share-memories-at-willow-towers/,Fellow Air Force Vets Connect and Share Memories at Willow Towers,"One of the benefits of living in a senior care community is having the chance to socialize, develop new relationships, and make meaningful personal connections with others. Check out this interview with one of our residents and team members, who both served in the U.S. Air Force. ...",https://willowtowers.com/wp-content/uploads/2022/01/Untitled-design.png
https://willowtowers.com/theres-a-pawsitive-story-unfolding-at-willow-towers/,There’s a ‘Pawsitive’ Story Unfolding at Willow Towers,"Serene always has a friendly paw to offer whomever she encounters. At just 8 pounds, she is small enough to fit onto most laps. While she may be slight in size, Serene has made a big impact on the residents of our Willow Towers Assisted Living community....",https://willowtowers.com/wp-content/uploads/2021/11/Constant-Contact-sized-2.png
https://willowtowers.com/whats-the-difference-between-assisted-living-and-skilled-nursing/,What’s the Difference Between Assisted Living and Skilled Nursing?,"Thinking about what you will do when your loved ones need support to manage daily life? Read this Q&A with Grace Ferri, United Hebrew's chief marketing officer. She explains why it's important to do your research now....",https://willowtowers.com/wp-content/uploads/2021/10/Whats-the-difference-between-skilled-nursing-and-assisted-living.png
https://willowtowers.com/blanche-wager/,Getting to Know You: Blanche Wager,"Meet Blanche Wager, a daughter of Russian immigrants who grew up in Harlem. She studied at Queens College and was among the school's second graduation class. ...",https://willowtowers.com/wp-content/uploads/2021/04/Untitled-design-3.png
https://willowtowers.com/getting-to-know-you-meet-carol-gabow/,Getting to Know You: Meet Carol Gabow,"Meet Carol Gabow: She's the type of person who will try anything once. She attends everything from our sing-alongs, to word games, to exercise classes and conversation groups....",https://willowtowers.com/wp-content/uploads/2021/04/Untitled-design-6.png
https://willowtowers.com/1944-2/,Getting to Know You: Giovanni Dilluvio,"Giovianni Dilluvio is very active in our activity programs: he enjoyed exercising and Tai Chi, attending Catholic mass, and participating in drumming, ice cream socials, concerts, special events and more. ...",https://willowtowers.com/wp-content/uploads/2021/02/Screen-Shot-2021-02-16-at-7.20.29-AM.png
https://willowtowers.com/staying-active-staying-safe-life-at-willow-towers/,"Staying Active, Staying Safe: Life at Willow Towers!","We're supporting our residents’ mental, physical, and spiritual well-being by finding new ways to connect, share, and stay active together....",https://willowtowers.com/wp-content/uploads/2021/02/Assisted-living-residents-staying-active-staying-safe.png
https://willowtowers.com/weighing-senior-living-options-we-have-good-news/,Weighing Senior Living Options? We have good news!,"If you or your loved one are considering a move to assisted living, there has never been a better time. All residents of our communities are eligible to receive the vaccine....",https://willowtowers.com/wp-content/uploads/2021/01/Untitled-design.png
https://willowtowers.com/iona-college-students-virtual-visits-a-breath-of-fresh-air-for-willow-towers-residents/,Iona College Students’ Virtual Visits a ‘Breath of Fresh Air’ for Willow Towers Residents,Virtual visits between Willow Towers Assisted Living residents and Iona College students are putting smiles on many faces and helping to forge new friendships. ...,https://willowtowers.com/wp-content/uploads/2020/12/Iona-College-students-virtually-visit-Willow-Towers-residents-.png
https://willowtowers.com/music-enhances-alzheimers-and-dementia-therapy/,Music Enhances Alzheimer’s and Dementia Therapy,We've recently introduced the personalized music program known as Music & Memory  across our campus. We're seeing happy smiles and engaged listeners! Music therapy has long been an essential element of memory care at United Hebrew. ...,https://willowtowers.com/wp-content/uploads/2020/11/Elderly-man-listening-to-music-with-headphones.png
https://willowtowers.com/whats-the-best-way-to-research-assisted-living-for-your-loved-one/,What’s the Best Way to Research Assisted Living for Your Loved One?,"Whether your loved one’s needs are immediate or in the future, you may be thinking about finding supportive care. Here's how to find the care that's right for them....",https://willowtowers.com/wp-content/uploads/2020/11/Researching-Assisted-Living-facilities.png
https://willowtowers.com/maggie-klein-former-journalist-publisher-named-volunteer-of-the-year/,"Maggie Klein, Former Journalist & Publisher, Named ‘Volunteer of the Year’",Maggie Klein has led lively and thought-provoking discussions on current events with a passionate group of residents at Willow Towers Assisted Living for the past three years....,https://willowtowers.com/wp-content/uploads/2020/09/Untitled-design-2.png
https://willowtowers.com/helping-your-loved-one-transition-to-assisted-living/,Helping Your Loved One Transition to Assisted Living,"Transitioning a parent to a senior care community is not an easy decision. Understanding the difficulty behind the transition, Willow Towers works closely with families to make it easier....",https://willowtowers.com/wp-content/uploads/2020/07/Untitled-design-4.png
https://willowtowers.com/getting-to-know-you-larry-rosenthal/,Getting to Know You: Larry Rosenthal,"Larry Rosenthal can be found in the Willow Towers library most mornings with his newspaper. He also likes to attend special events, most Jewish services, musical performances, and our drumming program. ...",https://willowtowers.com/wp-content/uploads/2017/06/IMG_0761.jpg
https://willowtowers.com/1806-2/,Getting To Know You: Elizabeth Urban,"Liz Urban takes advantage of the array of activities offered at Willow Towers: she's a big fan of Jerome's Fitness for Life exercise classes, takes daily walks in the courtyard, attends Catholic mass, and trivia events....",https://willowtowers.com/wp-content/uploads/2020/06/Untitled-design-7.png
https://willowtowers.com/getting-to-know-you-antonina-migliaccio/,Getting to Know You:  Antonina Migliaccio,Antonina Migliaccio likes her daily crossword puzzles and can often be found solving them in the Café. She loves music and any type of activity which allows her artistic side to flourish. ...,https://willowtowers.com/wp-content/uploads/2020/06/Untitled-design-3.png
https://willowtowers.com/covid-19-update-for-willow-towers/,COVID-19 Update for Willow Towers,Our greatest priorities are to ensure that our residents are well cared for and that our employees are working in a safe and healthy environment....,https://willowtowers.com/wp-content/uploads/2018/08/Willow-Towers-United-Hebrew-Campus-of-Care-light.jpg
https://willowtowers.com/willow-towers-thanks-first-responders-at-appreciation-breakfast/,A Heartfelt Thanks for First Responders at Willow Towers,"We showed our appreciation to New Rochelle’s first responders, who show courage, commitment, and sacrifice on a daily basis in our community....",https://willowtowers.com/wp-content/uploads/2020/03/Joseph-Schaller-Robert-Gazzola-Andy-Sandor.png
https://willowtowers.com/willow-towers-celebrates-its-centenarians/,Willow Towers Celebrates its Centenarians,What's the secret to a long life? Our Centenarians shared their thoughts at a joint birthday party we held as part of our Centennial Year Celebration. ...,https://willowtowers.com/wp-content/uploads/2019/06/Untitled-design-3.png
https://willowtowers.com/willow-towers-earns-national-recognition-for-quality-care/,Willow Towers Earns National Recognition for Quality Care,Willow Towers was the only assisted living facility in New York State to receive the Bronze Quality Award in 2018! We are raising the bar for senior care....,https://willowtowers.com/wp-content/uploads/2018/10/Nora-OBrien-National-Quality-Award.png
https://willowtowers.com/1537-2/,5 Tips to Cope With ‘Sandwich Generation’ Stress,"Those in the Sandwich Generation are suffering huge stress at a time in life when they hadn’t anticipated the additional burden. While the trend shows no signs of slowing, help is available....",https://willowtowers.com/wp-content/uploads/2018/10/Baby-Boomer-Sandwich-Generation.png
https://willowtowers.com/103-and-still-playing-poker-meet-shirley-meyers/,103 and Still Playing Poker: Meet Shirley Meyers,"Meet Willow Towers resident, Shirley Meyers: She paints, organizes a weekly poker game among friends, and spends time with extended family—at age 103!...",https://willowtowers.com/wp-content/uploads/2017/04/Shirley.png
https://willowtowers.com/102-years-of-laughter-lessons-and-a-little-bit-of-sleep/,"102 years of Laughter, Lessons and a Little Bit of Sleep","Meet Willow Towers resident Eddie Ikeda: From his early years living on John Steinbeck's farm to acting in feature films, he took chances, worked hard, and got some rest along the way. ...",https://willowtowers.com/wp-content/uploads/2018/05/Untitled-design-14.png
https://willowtowers.com/willow-towers-sole-nys-assisted-living-facility-to-receive-national-quality-award/,Willow Towers Receives National Quality Award,Willow Towers was just recognized among just 66 centers nationwide to receive a national Commitment to Quality Award from the National Center for Assisted Living....,https://willowtowers.com/wp-content/uploads/2018/03/Untitled-design-21.png
https://willowtowers.com/what-to-do-when-mom-or-dad-begins-to-date/,How to Support Parents Who Find Love Later in Life,Being socially connected helps older adults remain healthy and vibrant. Showing support for Mom or Dad’s new relationship shows that you care....,https://willowtowers.com/wp-content/uploads/2018/03/Finding-love-later-in-life.png
https://willowtowers.com/winter-safety-tips-seniors/,Winter Safety Tips for Seniors,Older adults are especially vulnerable to winter-related illnesses and injuries. Here are 5 tips for weathering the winter....,https://willowtowers.com/wp-content/uploads/2018/01/Winter-safety-tips-for-seniors.png
https://willowtowers.com/6-tips-for-a-joyous-holiday-season-with-your-loved-one-in-assisted-living/,6 Tips for a Joyous Holiday Season with Your Loved One in Assisted Living,Here's how to help your elderly loved ones connect with family and friends and enjoy a joyous holiday season....,https://willowtowers.com/wp-content/uploads/2017/12/Holidays-with-elderly-loved-ones.png
https://willowtowers.com/great-holiday-gifts-seniors-list/,Great Holiday Gifts for the Seniors on Your List,"It's the season of giving, and when it comes to buying gifts, seniors have certain needs that gift givers can keep in mind....",https://willowtowers.com/wp-content/uploads/2017/12/Holiday-gifts-for-seniors.png
https://willowtowers.com/willow-towers-sees-major-upgrades/,New Amenities and Upgrades Delight Willow Towers Residents,"We completed a top-to-bottom renovation of our assisted living community, including expanded spaces for memory care and enhanced amenities for senior living. ...",https://willowtowers.com/wp-content/uploads/2017/11/Untitled-design-5.png
https://willowtowers.com/can-you-travel-safely-with-a-loved-one-who-has-alzheimers-disease/,Can You Travel Safely with a Loved One Who has Alzheimer’s Disease?,Good news: Traveling together with your loved one who has Alzheimer's or dementia is possible with careful planning. ...,https://willowtowers.com/wp-content/uploads/2017/11/Traveling-with-Alzheimers.png
https://willowtowers.com/how-robotic-pets-bring-comfort-to-those-with-alzheimers-and-dementia/,How Robotic Pets Bring Comfort to those with Alzheimer’s and Dementia,Robotic pets can help those with dementia feel comfort and a new sense of purpose. ...,https://willowtowers.com/wp-content/uploads/2017/10/Untitled-design-20.png
https://willowtowers.com/united-hebrew-technology-director-recognized-as-leadingage-ny-employee-of-distinction/,United Hebrew Technology Director Honored by LeadingAge NY,The award recognizes the extraordinary dedication of individual staff members who have positively affected their respective organizations....,https://willowtowers.com/wp-content/uploads/2017/09/kelvin.png
https://willowtowers.com/how-respiratory-care-helps-seniors-breathe-easier/,How Respiratory Care Helps Seniors Breathe Easier,"Treatments, exercises, and education can help seniors breathe easier and lead longer, healthier lives....",https://willowtowers.com/wp-content/uploads/2017/08/Terrence-Seymour.png
https://willowtowers.com/how-to-stay-socially-active-as-you-get-older/,How to Stay Socially Active as You Get Older,New research shows that social isolation can have a significant negative impact on our health. Here are six tips to help your or your loved one stay socially active....,https://willowtowers.com/wp-content/uploads/2017/08/Untitled-design-6.png
https://willowtowers.com/simple-tips-to-help-you-cope-with-sundowning/,Simple Tips to Help You Cope With Sundowning,"When someone has been diagnosed with Alzheimer’s or dementia, agitation, confusion, and aggression are some of the most challenging behaviors for caregivers to handle. Here's what you can do. ...",https://willowtowers.com/wp-content/uploads/2017/08/Untitled-design-3.png
https://willowtowers.com/at-willow-towers-assisted-living-seniors-go-back-to-school/,"At Willow Towers Assisted Living, Seniors Go ‘Back to School’","Lifelong learning helps build social connections and ward off isolation, which helps our seniors maintain their mental fitness and overall well-being.  ...",https://willowtowers.com/wp-content/uploads/2017/07/Untitled-design-15.png
https://willowtowers.com/five-caregiving-questions-you-may-be-too-embarrassed-to-ask/,Five Caregiving Questions You May be Too Embarrassed to Ask,Here's how to handle some of the caregiving questions you may have when caring for aging parents who have Alzheimer’s or dementia....,https://willowtowers.com/wp-content/uploads/2017/06/Untitled-design-24.png
https://willowtowers.com/willow-towers-assisted-living-honors-30-of-its-u-s-military-veterans-on-flag-day/,Willow Towers Assisted Living Honors 30 of Its U.S. Military Veterans on Flag Day,A tight-knit community of veterans call Willow Towers home. ...,https://willowtowers.com/wp-content/uploads/2017/06/Untitled-design-16.png
https://willowtowers.com/art-of-the-garden-exhibition-in-our-lazarus-gallery/,‘Art of the Garden’ Exhibition in our Lazarus Gallery,"Opening on June 11, the 'Art of the Garden' will feature 50 beautiful and evocative paintings, photographs, sculptures and mixed media depicting nature in all its glory....",https://willowtowers.com/wp-content/uploads/2017/06/Untitled-design-3.png
https://willowtowers.com/what-you-need-to-know-about-long-term-care-insurance/,What You Need to Know About Long-term Care Insurance,"Whether you’re looking for long-term care for your loved one, or thinking about how to cover the costs of your own care in the future, it’s good to know the facts about long-term insurance. ...",https://willowtowers.com/wp-content/uploads/2017/05/LTC-blog-image.png
https://willowtowers.com/5-ways-dancing-makes-a-difference-for-those-with-dementia/,5 Ways Dancing Makes a Difference for Those with Dementia,Dance and movement therapy are the most recent additions to the robust creative arts therapy program across United Hebrew’s campus....,https://willowtowers.com/wp-content/uploads/2017/05/Kelsey-Gangnath-.jpg
https://willowtowers.com/meet-some-of-our-feisty-independent-and-outspoken-personalities/,"Meet Some of Our Feisty, Independent, and Outspoken Personalities",We invite you to meet some of the wonderful individuals we have the privilege to care for and help lead life to the fullest....,https://willowtowers.com/wp-content/uploads/2017/07/Untitled-design-20.png
https://willowtowers.com/you-saved-my-life-elvira-mezzaucellas-heartfelt-thank-you/,‘You Saved My Life!’  Elvira Mezzaucella’s Heartfelt Thank You,"Read the remarkable story of this rehabilitation patient, who says she wouldn’t be here if it weren’t for the ""heroic and well-trained staff"" who cared for her. ...",https://willowtowers.com/wp-content/uploads/2017/04/Untitled-design-13.png
https://willowtowers.com/secrets-to-a-long-life-from-our-awesome-centenarians/,"Secrets to a Long Life, from Our Awesome Centenarians","There may be more than one pathway to reach age 100, but three women who have passed that milestone have a few key things in common....",https://willowtowers.com/wp-content/uploads/2017/04/Shirley.png
https://willowtowers.com/is-it-aging-dementia-or-alzheimers-disease-know-the-signs/,"Is it Aging, Dementia, or Alzheimer’s Disease? Know the Signs","While our brains slow with age, memory loss is not a normal part of the aging process. Know the signs of Alzheimer's and what to do. ...",https://willowtowers.com/wp-content/uploads/2017/05/Untitled-design-4.png
https://willowtowers.com/benefits-of-joining-an-alzheimers-caregiver-support-group/,Benefits of Joining an Alzheimer’s Caregiver Support Group,"Caring for a loved one who has Alzheimer’s or dementia can leave caregivers exhausted, overwhelmed, and isolated. But you don’t have to go it alone....",https://willowtowers.com/wp-content/uploads/2017/02/Untitled-design-1.jpg
https://willowtowers.com/rita-mabli-united-hebrew-honored-with-national-eli-pick-award/,"Rita Mabli, United Hebrew Honored With National Eli Pick Award",The 2017 Eli Pick Facility Leadership award honors top-performing skilled nursing facilities and the leaders who help them excel....,https://willowtowers.com/wp-content/uploads/2017/04/UH5-star.jpg
https://willowtowers.com/rita-mabli-honored-as-2016-woman-in-business-by-914inc-magazine/,Rita Mabli Honored as 2016 ‘Woman in Business’ by 914Inc. Magazine,"United Hebrew President & CEO, Rita Mabli, was recognized as one of Westchester County’s most successful businesswomen by 914Inc. Magazine....",https://willowtowers.com/wp-content/uploads/2017/01/Untitled-design-2.jpg
https://willowtowers.com/willow-towers-5-signs-that-your-aging-parents-need-more-care/,5 Signs That Your Aging Parents Need More Care,"Holidays, birthdays, and family milestones are a time for togetherness and celebration. They’re also an opportunity for adult children to observe changes in Mom or Dad....",https://willowtowers.com/wp-content/uploads/2017/01/Untitled-design-4.png
https://willowtowers.com/united-hebrew-honor-wca-ceo-pharmscript-longtime-board-member-gala/,"United Hebrew to Honor WCA President & CEO, PharmScript, and Longtime Board Member at Gala","William M. Mooney, Jr., and Michael Rosenblum will accept leadership honors; Malcolm Lazarus will receive United Hebrew's Lifetime Achievement Award....",https://willowtowers.com/wp-content/uploads/2016/09/Untitled-design.png
https://willowtowers.com/exercise-each-day-to-keep-alzheimers-at-bay/,Exercise Each Day to Keep Alzheimer’s at Bay,"New research shows that exercise can help your brain grow, and prevent Alzheimer’s and dementia. And we’re not even talking about long hours of grueling workouts! Until recently, it was not thought to be preventable....",https://willowtowers.com/wp-content/uploads/2016/03/Walking-Club.jpg
https://willowtowers.com/united-hebrews-home-health-agency-scores-a-4-5-out-of-5-stars-the-highest-in-westchester-and-in-the-top-6-percent-of-new-york-state/,"United Hebrew’s Home Health Agency Rated Among the Best in Nation, Highest in Westchester","United Hebrew's home health care agency has been rated in the top 12 percent in the nation, and the highest-rated home health agency in Westchester....",https://willowtowers.com/wp-content/uploads/2016/08/Home-Health.jpg
https://willowtowers.com/register-united-hebrews-31st-annual-golf-tournament-dinner/,Join Us! United Hebrew’s Annual Gala Dinner Dance,"Join us for an elegant evening of dinner, dancing, and entertainment, at our annual Gala Dinner Dance September 29 at the Glen Island Harbor Club in New Rochelle. Learn more today! ...",https://willowtowers.com/wp-content/uploads/2016/08/W4T4467-e1471277313624.jpg
https://willowtowers.com/seniors-and-students-benefit-from-exchange-of-culture-and-caring/,Seniors and Students Benefit from Exchange of Culture and Caring,"United Hebrew works with volunteers of all ages from all over Westchester County; recently, our skilled nursing facility received help from a group of volunteers from halfway around the world....",https://willowtowers.com/wp-content/uploads/2016/06/Volunteer-stock.jpg
https://willowtowers.com/united-hebrew-awarded-five-star-rating-for-fifth-consecutive-year/,United Hebrew Awarded Five-Star Rating for Fifth Consecutive Year,"Our skilled nursing home and rehabilitation center has received five out of five stars for overall quality by the U.S. Centers for Medicare and Medicaid Services, and received additional national recognition for superior care....",https://willowtowers.com/wp-content/uploads/2016/02/UH5-star.jpg
https://willowtowers.com/willow-gardens-westchesters-newest-memory-care-residence/,Willow Gardens: Westchester’s Newest Memory Care Residence,Willow Gardens Memory Care is Westchester’s only nonprofit assisted living residence devoted exclusively to caring for those with Alzheimer’s and related dementias. We invite you to take a tour of our newest facility....,https://willowtowers.com/wp-content/uploads/2016/04/WillowGardensBlog.jpg
https://willowtowers.com/fresh-faced-but-seasoned-new-nursing-chief-focuses-on-holistic-care/,"Fresh-Faced But Seasoned, New Nursing Chief Focuses On Holistic Care","There’s a fresh face at United Hebrew making sure that the nursing care we provide is top notch. But don’t be fooled by his youthful appearance. Jerome Bagaporo, who was recently named Chief Nursing Officer....",undefined
https://willowtowers.com/take-a-trip-around-the-world-at-new-lazarus-gallery-art-exhibition/,Take a ‘Trip’ Around the World at New Lazarus Gallery Art Exhibition,"You can take a journey to sites near and far—see lions, flamingoes and look at Coney Island’s boardwalk in a new way—without ever leaving New Rochelle by touring our juried exhibition...",https://willowtowers.com/wp-content/uploads/2016/04/kiss.jpg